Organic Traffic Insights
Users,218,18%
New Users,206,19%
Sessions,248,9%
Engaged Sessions,72,-6%
Engagement rate,0.29,-14%
Conversions,1.00,-75%
Av. engagement time,00:00:00,0


Landing pages,Search queries,Search queries Trend,Users,New Users,Sessions,Engaged Sessions,Engagement rate,Conversions,Av. engagement time
https://kctmenswear.com/,542,141,55,48,63,30,0.48,1.00,00:00:00
https://kctmenswear.com/pages/location-and-hours,30,4,10,8,11,2,0.18,0.00,00:00:00
https://kctmenswear.com/collections/floral-suits,125,20,8,8,8,3,0.38,0.00,00:00:00
https://kctmenswear.com,0,0,5,2,7,0,0.00,0.00,00:00:00
https://kctmenswear.com/blogs/news/best-wedding-tuxedos-for-2025-top-styles-colors-trends,68,-14,6,6,6,0,0.00,0.00,00:00:00
https://kctmenswear.com/products/glitter-green-prom-blazer,34,8,5,5,6,0,0.00,0.00,00:00:00
https://kctmenswear.com/products/green-velvet-silver-floral-prom-blazer,8,5,4,4,4,2,0.50,0.00,00:00:00
https://kctmenswear.com/products/mauve-stretch-suit-travelers-suit,28,2,4,3,4,1,0.25,0.00,00:00:00
https://kctmenswear.com/blogs/news/2025-prom-sneakers-style-guide,125,16,3,3,3,0,0.00,0.00,00:00:00
https://kctmenswear.com/products/pink-ombre-with-silver-floral-fusion-dazzling-prom-blazer,2,0,3,3,3,0,0.00,0.00,00:00:00
https://kctmenswear.com/products/purple-velvet-loafers-gold-spikes-prom-shoes,30,9,3,3,3,0,0.00,0.00,00:00:00
https://kctmenswear.com/products/sparkling-emerald-green-loafers-prom-shoes,20,4,3,3,3,2,0.67,0.00,00:00:00
https://kctmenswear.com/products/black-on-black-blazer-with-matching-bowtie,1,-2,2,2,2,0,0.00,0.00,00:00:00
https://kctmenswear.com/products/black-on-black-tuxedo-with-vest,69,1,2,2,2,0,0.00,0.00,00:00:00
https://kctmenswear.com/products/blue-diamond-jacket,5,0,2,2,2,0,0.00,0.00,00:00:00
https://kctmenswear.com/products/burgundy-vest-and-tie-set,16,6,2,2,2,1,0.50,0.00,00:00:00
https://kctmenswear.com/products/charcoal-grey-suit-three-piece,35,3,2,2,2,0,0.00,0.00,00:00:00
https://kctmenswear.com/products/copy-of-blue-pattern-prom-blazer,26,5,2,2,2,0,0.00,0.00,00:00:00
https://kctmenswear.com/products/copy-of-lilac-turtleneck,11,-6,2,2,2,0,0.00,0.00,00:00:00
https://kctmenswear.com/products/green-with-diamond-pattern-prom-blazer,15,2,2,2,2,1,0.50,0.00,00:00:00
https://kctmenswear.com/products/mauve-solo-ties?variant=42503336951996&country=US&currency=USD,0,0,2,2,2,0,0.00,0.00,00:00:00
https://kctmenswear.com/products/men-s-sequin-lapel-three-piece-prom-tuxedo-perfect-for-prom-2025,8,-1,2,2,2,1,0.50,0.00,00:00:00
https://kctmenswear.com/products/mens-champagne-tuxedo-slim-fit-satin-lapel-suit,24,0,2,2,2,2,1.00,0.00,00:00:00
https://kctmenswear.com/products/mint-green-stretch-summer-suit-refreshing-style-colorful-prom-and-wedding-celebrations,14,5,2,2,2,0,0.00,0.00,00:00:00
https://kctmenswear.com/products/shiny-blush-pink-satin-suit,61,2,2,2,2,0,0.00,0.00,00:00:00
https://kctmenswear.com/products/white-leather-sneakers-with-black-accent-versatile-prom-elegance?variant=43368425259196&country=US&currency=USD,0,0,2,1,2,0,0.00,0.00,00:00:00
https://kctmenswear.com/collections/shiny-shirts,45,7,1,1,2,0,0.00,0.00,00:00:00
https://kctmenswear.com/products/cinnamon-vest-and-tie-set?list_generator=link_to_storefront&context=order_management&user_id=137004284,0,0,1,0,2,1,0.50,0.00,00:00:00
https://kctmenswear.com/products/velvet-prom-loafers-2025?variant=44667097186492,0,0,1,0,2,0,0.00,0.00,00:00:00
https://kctmenswear.com/?list_generator=link_to_storefront&context=shop_store&user_id=595151594,0,0,1,1,1,0,0.00,0.00,00:00:00


https://kctmenswear.com/
Search Query,Clicks,Trend,Impressions,Trend,CTR %,Trend %,Position,Trend
green sparkly suit,0,0,2," -1",0,0,2,0
green prom suits(new),0,0,1,0,0,0,29,0
green formal jacket,0,0,2,+1,0,0,3,-1
green emerald blazer(new),0,0,1,0,0,0,2,0
green and silver suit(new),0,0,6,0,0,0,1,0
emerald green suit jacket mens,0,0,2,0,0,0,2,-1
emerald green sport coat,0,0,20," -5",0,0,3.5,+0.1
emerald green mens jacket,0,0,4,+1,0,0,3.2,-4.1
emerald green mens blazer,0,0,6,+3,0,0,1.8,-0.2
emerald green jacket mens,0,0,12," -6",0,0,1.9,-0.1
emerald green jacket men,0,0,1," -3",0,0,2,0
emerald green dress jacket,0,0,1," -1",0,0,11,-2.5
emerald green coat mens,0,0,2," -2",0,0,1,-0.8
emerald green coat men,0,0,3,+1,0,0,1,0
emerald green coat for men(new),0,0,1,0,0,0,1,0
emerald green blazer mens,0,0,12,+1,0,0,2.4,-0
emerald green blazer men's(new),0,0,1,0,0,0,47,0
emerald green blazer men(new),0,0,1,0,0,0,51,0
emerald green blazer for men,0,0,2," -1",0,0,2,-0.7
emerald green blazer,0,0,82,+12,0,0,3.8,+0.3
emerald blazer men(new),0,0,1,0,0,0,8,0
emerald blazer,0,0,10,+7,0,0,3.3,-1.4
dark green sequin jacket(new),0,0,3,0,0,0,60.7,0
dark green prom suits(new),0,0,1,0,0,0,10,0
bright green suit jacket,0,0,3,+1,0,0,2,0
blazer for prom(new),0,0,1,0,0,0,8,0

https://kctmenswear.com/products/green-velvet-silver-floral-prom-blazer
Search Query,Clicks,Trend,Impressions,Trend,CTR %,Trend %,Position,Trend
silver suit prom(new),0,0,1,0,0,0,43,0
silver mens blazer(new),0,0,1,0,0,0,99,0
silver blazer for men,0,0,1,0,0,0,103,+6
silver and emerald green,0,0,1,0,0,0,1,0
mens emerald green blazer,0,0,1," -2",0,0,2,+1
green floral blazer(new),0,0,1,0,0,0,2,0
green and silver suit(new),0,0,6,0,0,0,1,0
emerald green blazer for men(new),0,0,1,0,0,0,54,0

https://kctmenswear.com/products/mauve-stretch-suit-travelers-suit
Search Query,Clicks,Trend,Impressions,Trend,CTR %,Trend %,Position,Trend
mauve suit mens,2,+1,29," -19",6.9,+4.81,2.3,+0.2
mauve suit,1,+1,65," -29",1.54,+1.54,1.9,-0.3
what is a travelers suit(new),0,0,1,0,0,0,99,0
travelers suit,0,0,11," -1",0,0,43.6,-24.3
muave suit,0,0,3," -2",0,0,1.7,-0.1
mens mauve suit,0,0,10," -2",0,0,2.4,-0.6
men's mauve suit,0,0,1," -3",0,0,7,+3.8
men mauve suit,0,0,2," -3",0,0,2,-1.4
mauve wedding suit,0,0,3,+1,0,0,24.7,-14.8
mauve tux,0,0,3,+1,0,0,15,-45.5
mauve suits for men,0,0,3," -6",0,0,1.7,+0.4
mauve suits,0,0,12," -3",0,0,1.8,-0.4
mauve suite,0,0,1," -2",0,0,2,-7.7
mauve suit set(new),0,0,1,0,0,0,13,0
mauve suit men,0,0,8,+2,0,0,1.5,+0.2
mauve suit jacket,0,0,2," -3",0,0,2,+0.2
mauve suit for men,0,0,3," -5",0,0,1,-0.4
mauve pink suit mens,0,0,1,0,0,0,2,+1
mauve pink suit,0,0,5,+3,0,0,1.2,+0.2
mauve mens suit,0,0,17,+6,0,0,1.7,-0.7
mauve men suit,0,0,5," -4",0,0,2.2,+0.2
mauve men,0,0,1,0,0,0,3,0
mauve groom suit,0,0,2,+1,0,0,37.5,-14.5
mauve color suit men(new),0,0,1,0,0,0,1,0
mauve color suit for men,0,0,8,+7,0,0,2,0
mauve color suit,0,0,6," -3",0,0,1.5,-0.1
mauve color men's suit,0,0,1,0,0,0,1,-1
dusty mauve suit(new),0,0,1,0,0,0,93,0

https://kctmenswear.com/blogs/news/2025-prom-sneakers-style-guide
Search Query,Clicks,Trend,Impressions,Trend,CTR %,Trend %,Position,Trend
white shoes prom(new),0,0,1,0,0,0,46,0
white prom shoes men,0,0,1," -1",0,0,30,+2.5
white prom shoes for guys,0,0,3,0,0,0,41.7,+6.7
what shoes to wear to prom guys,0,0,9," -1",0,0,6.7,+0.3
what shoes to wear to prom(new),0,0,1,0,0,0,16,0
wearing sneakers to prom(new),0,0,1,0,0,0,8,0
tuxedo with sneakers for prom,0,0,2,+1,0,0,10,0
tux with tennis shoes(new),0,0,1,0,0,0,66,0
trainers with prom dress(new),0,0,1,0,0,0,10,0
teenage prom shoes(new),0,0,1,0,0,0,49,0
sparkle sneakers for prom,0,0,6," -1",0,0,27.7,-0.6
sneakers to wear to prom(new),0,0,4,0,0,0,6.2,0
sneakers to prom,0,0,4,+3,0,0,8.2,-1.8
sneakers for prom men,0,0,2,+1,0,0,12,-1
sneakers for prom dress,0,0,1," -3",0,0,21,+1.8
sneakers for prom(new),0,0,1,0,0,0,14,0
sneakers and prom dress(new),0,0,3,0,0,0,20.3,0
shoes with prom dress,0,0,2,+1,0,0,42.5,+4.5
shoes to wear to prom,0,0,3,+2,0,0,44.3,-6.7
shoes to wear for prom(new),0,0,3,0,0,0,25.7,0
shoes prom shoes,0,0,4," -1",0,0,62.2,-5.3
shoes prom men,0,0,1,0,0,0,26,-1
shoes prom,0,0,1," -1",0,0,63,-10.5
shoes for prom night,0,0,1,0,0,0,62,-1
shoes for prom men(new),0,0,2,0,0,0,23,0
shoes for prom for men(new),0,0,1,0,0,0,23,0
shoes for prom,0,0,1,0,0,0,14,-22
shoes for men prom,0,0,5,+4,0,0,28.8,+4.8
red prom shoes mens,0,0,18,+2,0,0,30.9,+1.8
red prom shoes men,0,0,1," -1",0,0,29,-3
red prom shoes for men,0,0,2,+1,0,0,40.5,+7.5
red and black prom shoes,0,0,1,0,0,0,23,-16
pron shoes(new),0,0,1,0,0,0,42,0
prom with sneakers(new),0,0,1,0,0,0,8,0
prom white shoes,0,0,1," -1",0,0,41,+4
prom tennis shoes,0,0,1," -4",0,0,9,+0.4
prom suits with loafers,0,0,1," -1",0,0,47,-23.5
prom suits with jordans,0,0,1,0,0,0,13,+2
prom suit with sneakers,0,0,1," -2",0,0,10,+0.7
prom suit with jordans(new),0,0,3,0,0,0,13.3,0
prom sneakers men(new),0,0,2,0,0,0,11.5,0
prom sneakers for men,0,0,2,0,0,0,10.5,+1.5
prom sneakers 2025(new),0,0,2,0,0,0,2,0
prom sneakers,0,0,7," -7",0,0,15.3,+2.3
prom slippers(new),0,0,4,0,0,0,44,0
prom shoes stores,0,0,1,0,0,0,44,+1
prom shoes sneakers(new),0,0,3,0,0,0,7.7,0
prom shoes red,0,0,1,0,0,0,23,+1
prom shoes mens,0,0,2,+1,0,0,31.5,-0.5
prom shoes men's(new),0,0,2,0,0,0,18.5,0
prom shoes men sneakers(new),0,0,1,0,0,0,11,0
prom shoes men black,0,0,1," -2",0,0,34,-8
prom shoes men,0,0,12," -16",0,0,29.8,-2.4
prom shoes guys,0,0,2," -3",0,0,20.5,+0.3
prom shoes for men,0,0,13,+2,0,0,20.5,-1.6
prom shoes for males,0,0,1," -4",0,0,27,+1.4
prom shoes for guys,0,0,24," -8",0,0,25.8,-5.8
prom shoes cheap(new),0,0,1,0,0,0,31,0
prom shoes 2025,0,0,5,0,0,0,10.8,+1.6
prom shoes,0,0,1,0,0,0,24,-11
prom shoe(new),0,0,4,0,0,0,37.2,0
prom red dress shoes mens(new),0,0,1,0,0,0,28,0
prom outfits with jordans(new),0,0,2,0,0,0,15,0
prom mens shoes,0,0,2,0,0,0,24,+2
prom mens pink dress shoes(new),0,0,1,0,0,0,77,0
prom men shoes,0,0,1," -2",0,0,27,+7.7
prom loafers,0,0,9,+2,0,0,35.2,+2.4
prom guy shoes,0,0,1,0,0,0,18,+3
prom footwear,0,0,5,+4,0,0,34.8,-12.2
prom dress with tennis shoes(new),0,0,1,0,0,0,21,0
prom dress with shoes,0,0,5,+4,0,0,39.4,-5.6
prom dress sneakers,0,0,2," -1",0,0,9.5,-9.2
prom dress shoes for men,0,0,1," -1",0,0,55,0
prom dress and sneakers(new),0,0,1,0,0,0,24,0
prom dress and shoes,0,0,1," -1",0,0,43,-5
prom 2025 trends men,0,0,1,0,0,0,12,+1
nike prom shoes,0,0,1,0,0,0,10,+1
mens shoes for prom(new),0,0,1,0,0,0,40,0
mens red prom shoes,0,0,6,+5,0,0,37.8,+7.8
mens prom shoes near me(new),0,0,5,0,0,0,27.6,0
mens prom shoes,0,0,13," -6",0,0,25.4,-4.7
mens guide to shoes for prom,0,0,5,+3,0,0,5.2,+0.2
mens gold prom shoes,0,0,5,+2,0,0,22,-2
mens black prom shoes,0,0,2,+1,0,0,42.5,-2.5
men's sneakers trend 2025(new),0,0,1,0,0,0,28,0
men's dress shoes for prom(new),0,0,7,0,0,0,33.4,0
men's black prom shoes(new),0,0,1,0,0,0,47,0
men shoes prom(new),0,0,1,0,0,0,39,0
men prom shoes,0,0,2," -1",0,0,22,-2.3
male prom shoes(new),0,0,1,0,0,0,22,0
luxury prom shoes(new),0,0,1,0,0,0,23,0
long prom dress with sneakers(new),0,0,4,0,0,0,57.2,0
it shoes 2025(new),0,0,1,0,0,0,32,0
inexpensive prom shoes(new),0,0,1,0,0,0,48,0
how to choose mens shoes for prom,0,0,2,0,0,0,7,0
guys prom shoes,0,0,13," -7",0,0,16.2,-1.7
guy prom shoes(new),0,0,2,0,0,0,13.5,0
gold prom shoes men(new),0,0,1,0,0,0,23,0
fun prom shoes,0,0,3,+2,0,0,41.3,-2.7
formal prom dress with sneakers,0,0,7," -2",0,0,25.1,-2.1
dress shoes prom men(new),0,0,1,0,0,0,24,0
dress shoes prom(new),0,0,3,0,0,0,44.3,0
dress shoes men prom,0,0,2,0,0,0,53,-11
dress shoes for prom men(new),0,0,1,0,0,0,38,0
dress shoes for prom guys,0,0,1," -1",0,0,39,-3
dress shoes for prom,0,0,11," -9",0,0,65.5,+1.1
dress shoes for men prom(new),0,0,1,0,0,0,45,0
dress prom shoes(new),0,0,1,0,0,0,59,0
boys prom shoes,0,0,1," -1",0,0,19,+12
boots with prom dress(new),0,0,1,0,0,0,29,0
blue prom shoes men(new),0,0,1,0,0,0,35,0
black sneakers for prom,0,0,1," -1",0,0,13,-0.5
black shoes prom(new),0,0,1,0,0,0,49,0
black shoes for prom men(new),0,0,1,0,0,0,39,0
black prom shoes mens,0,0,1,0,0,0,53,+7
black prom shoes men,0,0,7," -6",0,0,29.6,-3.7
black prom shoes for guys(new),0,0,1,0,0,0,41,0
black and red prom shoes,0,0,1,0,0,0,53,-12
best shoes to wear to prom(new),0,0,1,0,0,0,102,0
best shoes for prom men,0,0,1,0,0,0,11,-2
best shoes for prom for men,0,0,2,0,0,0,11.5,-2.5
best prom shoes men,0,0,3,+2,0,0,11.3,+1.3
best prom shoes,0,0,3,+2,0,0,7,+1
are prom suit for mens in style right now?(new),0,0,2,0,0,0,78.5,0
affordable prom shoes(new),0,0,1,0,0,0,48,0

https://kctmenswear.com/products/pink-ombre-with-silver-floral-fusion-dazzling-prom-blazer
Search Query,Clicks,Trend,Impressions,Trend,CTR %,Trend %,Position,Trend
silver and pink suit(new),0,0,2,0,0,0,1.5,0
pink and silver suit,0,0,2," -1",0,0,2,0

https://kctmenswear.com/products/purple-velvet-loafers-gold-spikes-prom-shoes
Search Query,Clicks,Trend,Impressions,Trend,CTR %,Trend %,Position,Trend
velvet purple shoes(new),0,0,1,0,0,0,16,0
purple velvet shoes mens,0,0,1," -1",0,0,7,-0.5
purple velvet shoes,0,0,5,+4,0,0,16.2,-1.8
purple velvet loafers,0,0,3,+2,0,0,1,-1
purple suit shoes(new),0,0,1,0,0,0,29,0
purple shoes for prom(new),0,0,1,0,0,0,37,0
purple prom shoes mens(new),0,0,1,0,0,0,31,0
purple prom shoes men(new),0,0,2,0,0,0,6,0
purple prom shoes,0,0,14," -2",0,0,20.4,-15.1
purple mens loafers(new),0,0,1,0,0,0,42,0
purple loafers mens,0,0,4,+2,0,0,29,-20.5
purple loafers(new),0,0,2,0,0,0,20.5,0
purple loafer,0,0,3," -1",0,0,54,-13.8
purple and gold shoes mens,0,0,14,0,0,0,40.1,-6.7
purple and gold shoes men's(new),0,0,2,0,0,0,27.5,0
purple and gold mens shoes,0,0,1,0,0,0,54,-15
purple and gold dress shoes,0,0,2," -3",0,0,3.5,-11.1
prom loafers(new),0,0,1,0,0,0,14,0
mens purple loafers,0,0,3," -5",0,0,47.7,-13.7
mens purple and gold shoes(new),0,0,1,0,0,0,69,0
men's purple loafers(new),0,0,4,0,0,0,54.2,0
loafers velvet(new),0,0,2,0,0,0,100,0
lilac loafers(new),0,0,1,0,0,0,57,0
light purple loafers(new),0,0,1,0,0,0,14,0
lavender prom shoes men(new),0,0,1,0,0,0,40,0
lavender loafers,0,0,1,0,0,0,49,-13
gold dress purple shoes(new),0,0,1,0,0,0,42,0
gold and purple shoes,0,0,3,+2,0,0,26.7,-27.3
dark purple loafers,0,0,2,+1,0,0,27.5,-6.5
black and purple loafers,0,0,2,+1,0,0,1.5,-35.5

https://kctmenswear.com/products/sparkling-emerald-green-loafers-prom-shoes
Search Query,Clicks,Trend,Impressions,Trend,CTR %,Trend %,Position,Trend
shoes emerald(new),0,0,1,0,0,0,56,0
prom shoes green,0,0,1," -6",0,0,17,+0.7
mens green loafer(new),0,0,1,0,0,0,14,0
green prom shoes,0,0,17," -7",0,0,23.1,-5
green loafers shoes(new),0,0,1,0,0,0,84,0
formal shoes green(new),0,0,1,0,0,0,1,0
emerald green shoes mens,0,0,1," -1",0,0,63,-9
emerald green shoes men(new),0,0,1,0,0,0,55,0
emerald green prom shoes,0,0,1," -3",0,0,4,-3
emerald green mens dress shoes,0,0,1," -1",0,0,45,-14.5
emerald green men shoes(new),0,0,2,0,0,0,30.5,0
emerald green loafers mens,0,0,2," -2",0,0,12,+4.8
emerald green loafers men's,0,0,16,0,0,0,12.9,+2.8
emerald green loafers men,0,0,1," -4",0,0,13,+2.8
emerald green loafers,0,0,11,0,0,0,6.7,+1.7
emerald green formal shoes,0,0,1,0,0,0,11,+9
emerald green dress shoes mens,0,0,10,+6,0,0,19.2,-8.1
emerald green dress shoes men(new),0,0,1,0,0,0,63,0
emerald green dress shoes for men(new),0,0,2,0,0,0,38,0
emerald green and gold shoes(new),0,0,3,0,0,0,13,0

https://kctmenswear.com/products/black-on-black-blazer-with-matching-bowtie
Search Query,Clicks,Trend,Impressions,Trend,CTR %,Trend %,Position,Trend
bow tie blazer,0,0,1,0,0,0,59,-6

https://kctmenswear.com/products/black-on-black-tuxedo-with-vest
Search Query,Clicks,Trend,Impressions,Trend,CTR %,Trend %,Position,Trend
wedding tuxedo with vest,0,0,2,+1,0,0,22.5,-16.5
wedding black tuxedo suit,0,0,1,0,0,0,77,-2
wedding black tuxedo,0,0,10," -7",0,0,65.5,-4.8
vest with tuxedo,0,0,17,+16,0,0,62.8,+59.8
vest under tuxedo,0,0,3,+2,0,0,2,+1
vest for tuxedo(new),0,0,1,0,0,0,86,0
tuxedo with tie and vest,0,0,3,0,0,0,1,0
tuxedo with a vest,0,0,1,0,0,0,73,-5
tuxedo with,0,0,3,+2,0,0,8,+7
tuxedo in black,0,0,1,0,0,0,89,+5
tuxedo black on black,0,0,3,+2,0,0,12.3,-33.7
tuxedo black,0,0,6," -7",0,0,57.8,-1.2
tux with vest,0,0,14,+1,0,0,52.7,-8.4
tux with suspenders and vest(new),0,0,1,0,0,0,95,0
tux with black vest,0,0,18,+2,0,0,1,0
tan and black tuxedo(new),0,0,1,0,0,0,41,0
plain black tuxedo,0,0,1,0,0,0,67,-6
mens black tuxedo vest,0,0,1," -1",0,0,70,-0.5
groomsmen black tuxedos,0,0,2," -1",0,0,87,-1
groomsmen black tuxedo(new),0,0,1,0,0,0,44,0
dark tuxedo(new),0,0,1,0,0,0,65,0
blacked out tux(new),0,0,1,0,0,0,59,0
black wedding tuxedos,0,0,5," -2",0,0,90,+2.6
black wedding tux,0,0,1," -3",0,0,96,+3.5
black wedding suit with vest(new),0,0,1,0,0,0,1,0
black vest tuxedo,0,0,20," -2",0,0,43,-8
black vest tux,0,0,13," -6",0,0,39.6,-17.8
black vest for wedding(new),0,0,1,0,0,0,84,0
black tuxedos for weddings,0,0,19," -1",0,0,61.1,-17.1
black tuxedo with vest,0,0,20," -10",0,0,3,+2
black tuxedo with red vest and tie(new),0,0,2,0,0,0,38,0
black tuxedo with red vest,0,0,6,0,0,0,24.7,-11.7
black tuxedo with grey vest(new),0,0,2,0,0,0,64,0
black tuxedo with blue vest,0,0,1," -2",0,0,23,-10
black tuxedo with black vest,0,0,2,+1,0,0,1,0
black tuxedo vests,0,0,4," -1",0,0,58.2,+0
black tuxedo suits(new),0,0,2,0,0,0,88,0
black tuxedo style(new),0,0,1,0,0,0,86,0
black tuxedo outfit,0,0,1,0,0,0,52,-18
black tuxedo looks,0,0,1,0,0,0,96,+20
black tuxedo jackets(new),0,0,1,0,0,0,83,0
black tux with vest,0,0,28," -2",0,0,2.2,+1.2
black tux with black vest and tie,0,0,16,+1,0,0,1,0
black tux with black vest,0,0,17," -4",0,0,6.8,+5.8
black tux jacket(new),0,0,1,0,0,0,91,0
black tux black vest,0,0,4,+2,0,0,3,+2
black tux black(new),0,0,3,0,0,0,98,0
black suit with vest and bow tie,0,0,1,0,0,0,1,0
black on black wedding tuxedos,0,0,13," -4",0,0,39.9,-10.3
black on black wedding tux,0,0,1,0,0,0,1,0
black on black wedding suit,0,0,3," -4",0,0,53.3,+1.9
black on black tuxedos,0,0,10," -4",0,0,26.7,-14.3
black on black tuxedo wedding,0,0,1,0,0,0,11,-41
black on black tuxedo for wedding,0,0,17," -3",0,0,26.1,-5.3
black on black tuxedo,0,0,28,+8,0,0,22.1,+0.3
black on black tux wedding,0,0,4,+1,0,0,1.2,+0.2
black on black tux,0,0,19," -1",0,0,37.3,+0.1
black on black suit wedding,0,0,4,+2,0,0,9.8,-45.2
black on black on black tux,0,0,3,+2,0,0,3,+2
black groomsmen vest,0,0,3,+2,0,0,52.7,-0.3
black groomsmen tuxedo jacket(new),0,0,1,0,0,0,56,0
black groomsmen tuxedo(new),0,0,3,0,0,0,75.3,0
black formal tuxedo(new),0,0,1,0,0,0,68,0
black and tuxedo,0,0,2,+1,0,0,47,-11
black and black tuxedo(new),0,0,2,0,0,0,7,0
best black tuxedo,0,0,3,+2,0,0,30.7,-8.3
all black wedding tuxedo,0,0,1," -1",0,0,92,-2
all black tuxedo wedding,0,0,2," -15",0,0,52.5,-0.4
all black tux wedding(new),0,0,1,0,0,0,79,0

https://kctmenswear.com/products/blue-diamond-jacket
Search Query,Clicks,Trend,Impressions,Trend,CTR %,Trend %,Position,Trend
diamond blue jacket,0,0,2,+1,0,0,1,0
diamond blazer(new),0,0,2,0,0,0,2,0
blue velvet diamond,0,0,2,+1,0,0,26.5,-0.5
blue jacket formal(new),0,0,1,0,0,0,101,0
blue diamond jacket,0,0,1," -1",0,0,4,+0.5

https://kctmenswear.com/products/burgundy-vest-and-tie-set
Search Query,Clicks,Trend,Impressions,Trend,CTR %,Trend %,Position,Trend
wine colored vest(new),0,0,1,0,0,0,14,0
mens burgundy vest(new),0,0,1,0,0,0,66,0
men's burgundy vest,0,0,1,0,0,0,62,-9
maroon vest mens,0,0,6," -5",0,0,75.8,+4.5
maroon vest for men(new),0,0,1,0,0,0,78,0
maroon vest,0,0,10," -15",0,0,41.2,-23.5
groomsmen burgundy vest(new),0,0,1,0,0,0,2,0
burgundy wedding vest(new),0,0,1,0,0,0,34,0
burgundy vests,0,0,3,+2,0,0,56,-3
burgundy vest near me(new),0,0,1,0,0,0,11,0
burgundy vest mens,0,0,19," -6",0,0,46.2,-3.7
burgundy vest and tie,0,0,10," -11",0,0,3,-0.3
burgundy vest,0,0,23," -7",0,0,41.6,+2.2
burgendy vest(new),0,0,1,0,0,0,50,0
burgandy vest(new),0,0,2,0,0,0,22.5,0
black shirt burgundy vest(new),0,0,1,0,0,0,62,0

https://kctmenswear.com/products/charcoal-grey-suit-three-piece
Search Query,Clicks,Trend,Impressions,Trend,CTR %,Trend %,Position,Trend
charcoal three piece suit,1,+1,4,0,25,+25,25.8,-8.2
three piece suit grey,0,0,1,0,0,0,34,-26
three piece gray suit,0,0,2,+1,0,0,53.5,-7.5
three piece charcoal suit,0,0,3,+2,0,0,1,-22
suit charcoal grey,0,0,22,+18,0,0,94.5,-6.5
suit charcoal(new),0,0,1,0,0,0,95,0
slim grey suits(new),0,0,1,0,0,0,92,0
slim fit dark grey suit,0,0,1," -1",0,0,82,-0.5
slim fit charcoal suit,0,0,2,0,0,0,68,+12
slim fit charcoal grey suit,0,0,3," -1",0,0,43,-0.2
mens charcoal gray suit(new),0,0,1,0,0,0,96,0
men's grey 3 piece suit(new),0,0,2,0,0,0,88,0
men's dark grey suit(new),0,0,3,0,0,0,22.7,0
grey suit slim fit(new),0,0,1,0,0,0,87,0
grey suit slim(new),0,0,1,0,0,0,88,0
grey and tan suit(new),0,0,1,0,0,0,89,0
grey 3 piece suits,0,0,4,+3,0,0,68.5,+0.5
dark grey three piece suit(new),0,0,1,0,0,0,37,0
dark grey suits wedding(new),0,0,1,0,0,0,29,0
charcoal heather suit,0,0,8,+2,0,0,51.8,-7.8
charcoal grey three piece suit,0,0,3,+2,0,0,22,-5
charcoal grey suit slim fit,0,0,10," -1",0,0,39.8,-3
charcoal grey 3 piece suit,0,0,3,0,0,0,23,+6.3
charcoal gray suit wedding(new),0,0,1,0,0,0,93,0
charcoal gray suit men,0,0,4,+3,0,0,36.5,-66.5
charcoal gray suit(new),0,0,1,0,0,0,3,0
charcoal gray 3 piece suit,0,0,1,0,0,0,16,-27
charcoal color suits(new),0,0,2,0,0,0,79.5,0
charcoal 3 piece suit,0,0,11," -10",0,0,33.3,+10.5
best grey suit(new),0,0,1,0,0,0,81,0
3 piece light grey suit(new),0,0,1,0,0,0,68,0
3 piece gray suit,0,0,4,+2,0,0,69.2,+6.2
3 piece dark grey suit(new),0,0,1,0,0,0,21,0
3 piece charcoal suit,0,0,5,0,0,0,27.2,-8.2
3 piece charcoal grey suit,0,0,1,0,0,0,52,+8

https://kctmenswear.com/products/copy-of-blue-pattern-prom-blazer
Search Query,Clicks,Trend,Impressions,Trend,CTR %,Trend %,Position,Trend
pink summer blazer,0,0,2,+1,0,0,6.5,+1.5
pink sport coat men,0,0,2," -1",0,0,75.5,-15.5
pink mens blazers(new),0,0,1,0,0,0,50,0
pink double breasted blazer mens(new),0,0,1,0,0,0,65,0
pink casual blazer,0,0,2,0,0,0,15,-5
pink blazers,0,0,183,+11,0,0,14.9,-0.6
pink and red blazer(new),0,0,1,0,0,0,21,0
pink and blue blazer(new),0,0,1,0,0,0,13,0
pastel blazer men,0,0,1," -1",0,0,58,+8.5
mens pink blazers,0,0,5,+2,0,0,39.6,-14.7
mens pink blazer jacket,0,0,4,0,0,0,59,-10
mens pastel blazer(new),0,0,1,0,0,0,67,0
mens light pink blazer(new),0,0,1,0,0,0,77,0
mens kentucky derby blazer,0,0,8,+5,0,0,65.4,+1
mens blazers pink,0,0,1," -2",0,0,51,-7
men's pink blazer jacket,0,0,3,+2,0,0,64.7,-12.3
men's pink blazer(new),0,0,1,0,0,0,39,0
light pink mens blazer(new),0,0,3,0,0,0,53.7,0
light pink blazer men,0,0,1,0,0,0,54,-50
kentucky derby blazers,0,0,6," -9",0,0,82.7,-4.1
kentucky derby blazer(new),0,0,7,0,0,0,1.3,0
hot pink blazer men(new),0,0,3,0,0,0,15,0
cute pink suit(new),0,0,1,0,0,0,5,0
blazers pink,0,0,37," -12",0,0,1.7,-0.1
blazer two button,0,0,2," -3",0,0,63,-4.8
blazer for men pink,0,0,4,+3,0,0,4.5,-49.5

https://kctmenswear.com/products/copy-of-lilac-turtleneck
